Archivo;Tamaño(K);Cant Palabras Inicial;Cant Palabras depuradas;Vocabulario Inicial;Vocabulario Final
1510.01913.txt;89;16750;13632;1596;993
1511.00452.txt;70;12263;10957;1470;906
1112.2275.txt;78;14832;13012;1603;956
1502.03371.txt;29;5628;4419;858;500
1004.0208.txt;30;5885;4673;934;571
1502.02272.txt;298;50593;44968;5074;2842
1310.8121.txt;22;3379;2796;698;417
1110.0685.txt;50;9392;7641;1103;650
1511.08585.txt;83;15577;13117;1647;997
1510.05229.txt;98;17685;14667;2023;1187
1504.03342.txt;166;25478;22592;4035;2340
1407.5374.txt;40;7790;6233;1110;671
1312.6809.txt;26;4048;3540;1240;861
1211.2662.txt;99;22865;16215;1183;735
0911.5153.txt;18;3130;2857;774;505
1506.00529.txt;236;45677;36849;2430;1309
1307.8371.txt;84;15382;12128;1756;1059
1204.1868.txt;18;2883;2680;910;596
1508.03773.txt;19;3587;3092;703;446
1404.2329.txt;144;27874;21589;2135;1190
1409.3600.txt;31;5758;4710;893;569
1510.05278.txt;36;5723;5252;1428;920
1204.6321.txt;23;3577;3390;1020;655
1508.01059.txt;66;12012;10075;1528;966
1509.09236.txt;47;8902;6669;1239;798
1203.5188.txt;58;9226;8241;1796;1041
1503.05656.txt;112;19542;15208;1761;1019
1509.04880.txt;44;8817;7178;1158;710
1301.1071.txt;40;6844;6068;1287;837
1504.06979.txt;94;21721;15429;1277;701
1509.03915.txt;17;2909;2334;608;374
1511.09324.txt;70;13599;9252;1251;718
1508.05559.txt;16;2148;1956;744;524
1304.2503.txt;33;5174;4816;1406;902
1404.1008.txt;54;10461;8403;1471;963
1202.4707.txt;42;7358;5844;1161;744
1509.02900.txt;71;10673;10055;2932;1850
1406.7373.txt;131;23952;20256;2008;1204
1505.04252.txt;52;10600;6819;1065;674
1202.3733.txt;36;6374;4646;845;547
1511.02899.txt;79;14749;11601;1526;895
1506.03410.txt;125;21748;15334;2559;1568
1509.02709.txt;133;25002;20199;2439;1371
1511.00925.txt;162;32928;25767;2313;1355
1402.4178.txt;83;16527;13057;1523;896
1309.2348.txt;33;5311;4715;956;564
1511.04731.txt;67;13881;10308;1172;721
1110.0895.txt;60;10027;8556;1742;1087
1402.3210.txt;62;11969;9041;1518;952
1312.1277.txt;271;51299;41238;3319;1941
1510.08417.txt;45;7512;6608;1343;858
1409.3176.txt;67;10956;8820;1524;861
1509.08346.txt;36;5215;4704;1308;833
1106.2327.txt;78;12843;10592;1663;1057
1212.1095.txt;166;31122;25602;2283;1378
1401.1333.txt;14;2178;2009;697;477
1408.0652.txt;23;3764;2897;918;611
1301.5522.txt;92;19151;13939;1605;982
1510.04389.txt;62;10217;9088;1978;1248
1201.5921.txt;53;11339;7989;1051;666
1511.00493.txt;75;15349;11088;1432;881
1405.0713.txt;98;22381;12997;611;363
1401.7860.txt;36;6938;5546;989;582
1403.5361.txt;49;8320;7102;1694;1079
1409.4711.txt;195;36382;31947;2410;1268
1503.01334.txt;78;14269;11847;1796;1118
1205.6363.txt;92;14001;11802;2258;1319
1510.03935.txt;60;9835;8372;1636;1037
1507.02908.txt;45;8751;6918;1213;783
1505.01189.txt;34;7005;5445;889;519
1304.5591.txt;59;10420;9717;1433;865
1310.1861.txt;100;17230;15680;2136;1227
1404.3311.txt;42;8433;6792;1092;669
1506.08547.txt;88;18024;12985;1467;867
1508.04095.txt;43;8426;6715;1135;686
1410.3877.txt;33;5955;4930;927;580
1504.06582.txt;29;5447;4313;845;540
1412.3701.txt;88;16319;13428;1610;965
1406.5943.txt;135;28256;22131;2032;1175
1410.2752.txt;38;7261;5973;1087;672
1507.02980.txt;66;12943;9532;1692;1111
1507.02250.txt;71;13038;10664;1830;1107
1412.5718.txt;58;10220;8913;1719;1049
1203.6566.txt;46;8400;6759;1221;771
1301.5055.txt;105;21517;17965;1346;753
1304.4964.txt;101;17894;14211;2011;1136
1511.00158.txt;48;9386;7500;1306;778
1412.7839.txt;98;18632;15706;1994;1266
1505.02091.txt;44;7974;6584;1305;823
1502.07209.txt;72;11481;10267;2024;1216
1405.7709.txt;107;19448;15775;1870;1106
1509.03258.txt;38;7375;5776;1140;763
1411.0187.txt;100;19409;14939;1721;1028
1402.3329.txt;90;15890;13963;2028;1235
1509.02601.txt;46;8487;7154;1122;650
1505.06036.txt;48;10770;8031;683;411
1406.1949.txt;55;10150;8401;1195;747
1506.06138.txt;47;7628;7021;1714;1120
1305.2386.txt;30;4889;4692;910;586
1509.00144.txt;70;11896;9036;1877;1147
1406.6145.txt;156;30160;23256;2380;1380
1412.5669.txt;76;14900;11928;1439;861
1503.04500.txt;53;9409;8020;1253;764
1308.3987.txt;73;15442;11479;1310;795
1012.4290.txt;61;11528;7839;1163;699
1408.3310.txt;51;9970;7891;1226;727
1508.03263.txt;11;1955;1563;474;312
1510.03170.txt;158;30067;24381;2554;1510
1206.3431.txt;137;21060;19447;3325;2122
1410.7694.txt;71;13403;9076;1635;1016
1509.00864.txt;39;7488;6006;1133;678
1410.3247.txt;48;10774;8115;1112;682
1412.1695.txt;73;15682;11063;1125;667
0710.0736.txt;42;7420;6325;1461;909
1401.1140.txt;34;6650;5405;880;543
1209.5527.txt;112;22223;18435;1768;1072
1505.08162.txt;30;6642;5180;927;581
1211.5773.txt;16;2668;2273;445;268
1508.02793.txt;65;14038;9829;1159;729
1505.03653.txt;63;10775;9176;1606;942
1406.3065.txt;88;17549;14293;1636;960
1508.05117.txt;47;8056;7023;1436;908
1509.09121.txt;95;15427;12871;1909;1225
1507.05305.txt;78;14274;11748;1639;978
1506.03872.txt;52;9528;7823;1645;1007
1510.08779.txt;73;14430;10306;1485;891
1506.00147.txt;78;15292;12420;1808;1065
1503.00245.txt;17;2515;2289;782;484
1411.7086.txt;50;10091;8258;1297;791
1507.07045.txt;78;14080;11857;1678;1051
1511.04855.txt;64;10455;9365;1647;1028
1307.5001.txt;43;8307;6486;1128;706
1412.6466.txt;112;22032;19365;1292;727
1407.7274.txt;121;26169;18271;1147;640
1510.08183.txt;57;10572;8174;1351;868
1409.3562.txt;129;25292;18000;1756;1113
1305.4874.txt;48;8579;7269;1259;728
1511.06971.txt;25;4423;3787;976;624
1504.06804.txt;48;9576;7804;1123;641
1506.05231.txt;43;8585;6239;1169;750
1511.08575.txt;51;10321;8137;1159;691
1503.00491.txt;118;20048;16227;2318;1403
1210.4663.txt;71;12790;10851;1549;938
1308.4273.txt;48;8824;7002;1353;855
1311.4257.txt;46;7775;6547;1253;787
1411.4696.txt;26;4805;3934;755;499
1505.06770.txt;81;15172;11860;1821;1163
0903.0199.txt;10;1778;1550;474;300
1408.0807.txt;74;15011;12282;1501;868
1311.2828.txt;93;17192;14279;1739;1003
1104.2373.txt;70;12463;10022;1714;1065
1403.5543.txt;30;5082;4765;1072;670
1509.06559.txt;88;16044;12795;2217;1374
1001.3780.txt;30;5189;4170;769;490
1407.1103.txt;73;13841;11729;1563;970
1211.4892.txt;50;9729;6365;1358;887
1305.6431.txt;62;11742;10361;1539;930
1503.08370.txt;67;12671;9781;1422;847
1312.4510.txt;46;8888;7280;1120;670
1409.0264.txt;99;19266;14986;1522;897
1508.03891.txt;246;43466;35162;3152;1724
1510.08985.txt;22;3510;3268;968;631
1502.07481.txt;45;8500;6524;1223;793
1405.6397.txt;14;2685;1779;542;365
1506.08231.txt;20;3604;3131;944;624
1201.3416.txt;71;11823;10343;1611;912
1307.0449.txt;492;84004;65849;4833;2540
1408.3976.txt;87;13717;12553;2213;1278
1405.0637.txt;75;12049;11067;2259;1365
1508.07435.txt;71;14036;9334;1349;846
1210.2246.txt;18;2921;2462;566;343
1511.01258.txt;82;13626;11455;2242;1371
1506.07212.txt;105;19868;15286;2058;1240
1410.4536.txt;56;9785;7092;1338;832
1312.1529.txt;61;10757;8925;1064;674
1510.03637.txt;255;52803;37338;2645;1451
1305.5592.txt;51;9825;8168;1098;716
1501.04836.txt;40;7742;5493;1320;823
1504.01709.txt;137;28092;20827;1685;983
1512.00135.txt;46;9029;6910;1272;817
1502.02511.txt;65;9150;7657;1304;825
1509.08764.txt;91;16261;12309;1766;1039
1511.05546.txt;64;11394;9976;1536;933
1503.04424.txt;50;7992;7109;1495;953
1504.00495.txt;59;9598;8182;1487;949
1204.0839.txt;79;14361;12261;1994;1229
1505.00947.txt;43;7925;6327;1149;753
1511.06489.txt;46;7256;6498;1574;991
1510.09102.txt;73;15378;11776;1239;747
1510.08887.txt;82;15577;12638;1714;1072
1504.08117.txt;29;5405;4212;833;529
1511.01238.txt;66;9709;8774;2299;1559
1305.5670.txt;35;5327;5021;1454;909
1306.6458.txt;112;17811;13736;2332;1479
1511.05635.txt;43;7082;6107;1180;737
1211.0877.txt;82;16225;12750;1521;854
1412.5466.txt;66;14351;10015;1185;695
1506.02228.txt;55;9982;8672;1468;962
1510.01844.txt;142;27704;20318;2180;1350
1510.05175.txt;111;20370;16914;2086;1219
1507.01988.txt;94;16783;13788;1945;1172
1104.0471.txt;30;5671;4135;700;433
1501.02741.txt;87;14766;10932;2241;1437
1501.00960.txt;48;7975;6837;1541;1026
1210.2540.txt;31;6970;4516;605;350
1412.2877.txt;31;4711;4477;1140;700
1507.02954.txt;92;15877;13544;2287;1398
1506.05193.txt;50;7395;6582;1999;1322
1312.3876.txt;51;9452;7429;1177;702
1508.00510.txt;253;53915;44523;1868;1057
1303.7037.txt;70;12582;10536;1550;921
1401.5791.txt;8;1195;1123;516;347
1202.4910.txt;53;9622;8188;1382;838
1506.02438.txt;45;7762;6286;1388;875
1307.6033.txt;24;4131;3526;976;617
1404.3186.txt;53;9050;7978;1559;927
1505.04036.txt;54;10053;7711;1556;1026
1006.0719.txt;98;18132;14508;1831;1139
1505.06819.txt;111;22000;16845;1644;1021
1509.05001.txt;61;11251;7174;1662;1088
1411.4498.txt;85;16352;13121;1358;774
1204.0480.txt;36;6820;5534;991;582
1112.0857.txt;61;10757;9338;1556;919
1503.06822.txt;61;12737;11024;1190;740
1312.3748.txt;54;9512;7911;1286;818
1506.00290.txt;58;11171;8967;1088;646
0812.2709.txt;60;11874;9559;1373;829
1306.3726.txt;94;18335;15518;1789;1013
1306.5111.txt;59;11473;8273;1370;845
1503.00244.txt;31;4634;4331;1335;831
1204.2727.txt;42;7994;6608;1098;724
1405.4713.txt;83;14260;11421;1083;657
1401.6312.txt;129;21957;18914;2719;1596
1408.4528.txt;55;9551;8161;1290;796
1502.02253.txt;35;6542;5244;858;531
1210.7341.txt;25;4309;3811;935;572
1412.2526.txt;41;6920;5252;1293;844
1511.07212.txt;46;7562;6566;1417;916
1209.0521.txt;33;5630;4981;1114;686
1404.3442.txt;85;16218;13176;1765;1062
1507.01279.txt;112;21359;15582;2177;1223
1511.03005.txt;51;8460;7312;1395;860
1403.5715.txt;83;13732;11802;1917;1164
1412.5902.txt;122;20281;16694;2464;1447
1412.1547.txt;45;8395;7109;1265;783
1503.08925.txt;118;24029;16169;1858;1005
1507.04606.txt;48;7902;5623;915;574
1511.07174.txt;19;2983;2701;862;543
1504.03856.txt;61;11502;8616;1518;972
1412.8358.txt;26;5616;3986;588;368
1209.5785.txt;87;16536;11828;1750;989
1502.05058.txt;51;9035;7053;1378;863
1202.4961.txt;65;11712;9823;1626;1037
1502.05183.txt;149;25842;21223;2373;1353
1307.2035.txt;59;10841;8980;1249;715
1407.0208.txt;38;6987;5375;1316;869
1304.3944.txt;37;5665;5253;1478;897
1501.07496.txt;22;3470;3113;1137;793
1402.1794.txt;23;3359;3047;1042;734
1212.1149.txt;21;4284;3338;643;405
1407.5117.txt;14;2092;1806;657;437
1506.04496.txt;151;24303;22004;3402;1882
0904.2051.txt;57;10547;8775;1530;921
1306.5720.txt;27;5045;4285;902;560
1511.03407.txt;45;8221;7225;1202;716
1512.00327.txt;167;26352;22846;3797;2289
1403.4143.txt;19;3645;3194;653;392
1503.07759.txt;54;8474;7872;1725;1083
1508.02570.txt;43;8385;7010;1164;727
1106.2441.txt;14;2851;2237;344;180
1506.04497.txt;142;30982;16145;1038;608
1508.01841.txt;88;19746;14529;1425;864
1506.00272.txt;56;8567;7903;1808;1052
1302.6325.txt;9;1649;1299;344;202
1211.5608.txt;88;17049;13966;1876;1148
1312.2226.txt;18;3436;2708;643;387
1411.3140.txt;76;12029;10039;2111;1362
1208.3124.txt;112;21161;16678;1827;1101
1210.5065.txt;80;17885;11002;915;543
1510.04524.txt;55;10195;8223;1574;951
1405.0854.txt;117;23761;16993;1807;1030
1402.5208.txt;44;9015;6578;1108;687
1507.01345.txt;50;8423;7202;1179;706
1510.04390.txt;136;25487;20305;2333;1344
1503.06126.txt;13;2474;1971;544;341
1504.01442.txt;40;6478;5758;1427;970
1204.2606.txt;63;11308;9082;1590;960
1310.3389.txt;31;5537;4573;1079;728
1510.06482.txt;75;12591;10780;2117;1269
1411.5166.txt;36;5854;4956;1150;699
1310.4349.txt;41;8811;5212;1120;671
1205.5770.txt;54;9719;7190;1370;849
1411.4840.txt;43;7322;5996;1137;760
1402.2760.txt;97;18556;16420;1468;877
1107.2465.txt;52;10016;6887;1217;788
1506.07437.txt;18;3431;2726;712;462
1409.6193.txt;20;3466;2888;833;570
1411.5123.txt;167;32679;28292;1949;1055
1501.05354.txt;28;4898;3988;904;584
1005.2894.txt;185;38202;28383;2041;1127
1502.05472.txt;64;10326;8670;1908;1234
1303.5678.txt;73;13467;11545;1734;1070
1506.01634.txt;75;11980;10962;2150;1381
1301.5293.txt;32;6040;4328;1031;643
1510.00215.txt;62;11024;9458;1322;809
1412.1866.txt;65;10365;8913;2001;1282
1507.07855.txt;54;11927;9071;901;573
1506.05855.txt;74;12139;10624;1727;1028
1502.04052.txt;60;9588;8771;1910;1182
1311.6126.txt;17;3536;2750;573;354
1409.2193.txt;166;31008;26130;2417;1353
1510.06750.txt;67;13075;10710;1324;808
1507.04027.txt;128;24701;14735;1406;906
1409.8230.txt;49;8326;7393;1313;800
1106.5130.txt;33;6434;4782;940;565
1410.8663.txt;54;10956;8631;1187;718
0911.1544.txt;27;4083;3752;1221;823
1409.0375.txt;13;2559;1888;425;255
1509.08102.txt;34;5889;4192;1183;778
1511.02475.txt;38;7965;6725;723;421
1402.3427.txt;23;3644;3186;946;622
1411.3517.txt;37;7487;5902;927;579
1305.4732.txt;16;2534;2352;795;553
1510.01671.txt;96;17397;13061;1855;1059
1412.7998.txt;99;19627;13776;1610;944
1402.1526.txt;56;9612;8144;1583;987
1507.05500.txt;39;7569;6195;1002;625
1309.5310.txt;116;20696;16995;2205;1377
1506.04440.txt;59;12438;9364;1252;802
1311.4821.txt;143;26295;21319;2472;1513
1407.3764.txt;82;15115;11372;1734;1059
1511.03234.txt;109;21792;16974;2014;1213
1507.05819.txt;59;8951;8422;1962;1185
1505.03001.txt;69;13008;10182;1701;1053
1009.5894.txt;51;9746;7520;1369;836
1012.4019.txt;66;12611;9868;1530;966
1508.05465.txt;76;14598;11893;1431;811
1504.06234.txt;27;5730;3811;590;372
1505.04026.txt;63;9674;8846;1811;1072
1504.04073.txt;70;12090;11252;1554;917
1511.03693.txt;102;20784;15845;1715;1063
1511.05174.txt;51;8325;7174;1486;892
1506.06055.txt;24;4259;3401;967;625
1404.3368.txt;46;8417;6651;1418;920
1412.6622.txt;22;3447;3023;999;709
1304.0912.txt;86;17741;13158;1370;803
1503.05496.txt;121;22896;16499;1965;1137
1412.7646.txt;183;34396;27126;2530;1433
1311.0320.txt;91;15915;13436;1740;1032
1310.2728.txt;194;40407;28966;2112;1301
1506.04972.txt;84;15582;12361;1723;1068
1511.05710.txt;64;11552;9179;1419;913
1509.02479.txt;56;11718;8934;983;596
1308.5146.txt;89;16862;13480;1958;1219
1503.03169.txt;34;5408;5204;1183;749
1011.0774.txt;48;8465;7534;1278;750
1505.05193.txt;48;8251;7423;1557;970
1511.04798.txt;81;12714;11341;2501;1538
1002.0747.txt;38;7178;6156;1212;742
1507.02178.txt;58;11292;9952;1416;889
1408.1118.txt;106;17514;14645;2525;1461
1511.05646.txt;84;16830;14428;1703;1059
1410.0446.txt;23;3846;3383;1007;658
1310.1250.txt;19;3297;2834;787;507
